filename	description	artistic_tags	width	height	aspect_ratio	file_size_kb	dominant_hue	dominant_saturation	color_temperature	saturation_level	contrast_level	format_type	complexity	creation_date	processing_order
85.jpg	 a black and white photo of sex with blond hair and tan skin. the subject is an attractive young woman with long blonde hair	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	40.3	25	28	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:24	511
86.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	38.7	26	52	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:24	512
87.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	55.8	24	76	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:25	513
88.jpg	  a group of people, surrounded by splattered objects	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	55.8	24	76	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:25	514
89.jpg	 a person sitting on slo, seated on the table, with pens and pencils, and surrounded by coloured paper. , or laying down on top of he table	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	36.1	350	5	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:57:26	515
90.jpg	S of the shape of of in i tee e	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	34.8	345	1	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:26	516
91.jpg	A man with sat on tee ed id	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	40.1	28	33	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:27	517
92.jpg	A group of plants in varying sizes and shapes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	56.6	48	6	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:27	518
93.jpg	Identify the subjects, setting, and visual style of the image. the subject is a woman sitting in solitary focus on tan background	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	39.8	18	18	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:27	519
94.jpg	The main subject of  a man sitting on stools. the man is wearing striped shirt and blue pants	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	44.6	34	7	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:28	520
95.jpg	The main visual elements and composition of the image are the human body, the head, hands, face, eyes, mouth, nose, and mouth. a figurative representation of s, e	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	45.3	36	6	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:28	521
96.jpg	 a black and white photograph of sex with blond hair and tan skin. the subject is an attractive young woman with long blonde hair	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	32.2	16	21	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:29	522
97.jpg	The main visual elements and composition of the image are the hands, hands holding a candle, or cigarette lighter, s, and e. , the hand holding the candle or lighter	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-nostalgic, style-vintage	512	768	0.67	33.1	23	8	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:29	523
98.jpg	A man with sat in tee ed id	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	37.5	22	33	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:30	524
99.jpg	unknow	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	35.4	20	27	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:57:30	525
